Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Income in the past 12 months below poverty level:,Margin of Error!!Total:!!Income in the past 12 months below poverty level:,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:,Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate,Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency),Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency),"Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree",Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher,Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:,Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:,"Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher",Estimate!!Total:!!Income in the past 12 months at or above poverty level:,Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:,Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate,Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency),Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency),"Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree",Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher,Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:,Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:,"Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher",
Kansas,740407,9430,56739,4071,23687,2410,5158,1164,6628,1352,7745,1373,4156,978,33052,3270,7588,1633,1938,1030,2345,765,2287,958,1018,534,25464,2854,4241,1053,9479,1664,9462,1787,2282,635,683668,8897,550599,9180,27350,2736,102241,4687,170433,5541,250575,6655,133069,5677,46880,3176,4919,1184,14719,2183,17386,2200,9856,1585,86189,4610,6146,1299,21328,2428,34700,2846,24015,2487,
Kentucky,1172125,12188,139365,6857,57070,4193,12286,2021,22706,2527,15953,1959,6125,1388,82295,4988,15620,2055,4832,1342,6907,1627,2464,766,1417,788,66675,4907,14189,2198,26951,3035,20553,2570,4982,1304,1032760,13257,803640,12878,46395,3380,208416,7545,243370,8370,305459,7700,229120,8306,76306,3945,9798,1737,30621,2877,21712,2629,14175,1643,152814,6955,15523,2371,43313,3541,55552,4423,38426,3377,
Louisiana,1131137,14836,158362,7346,43904,4182,10960,2287,15065,2038,10954,2027,6925,1517,114458,6223,15778,2243,4583,1153,5396,1432,4245,1434,1554,926,98680,5719,21219,2405,32834,3519,35787,3641,8840,2182,972775,13950,710238,13106,43521,3048,193419,7321,206438,7910,266860,9031,262537,8979,78179,5587,12127,2520,25821,2932,25587,3426,14644,2536,184358,7828,21570,2671,53722,4519,60983,5441,48083,3846,
Maine,370935,6284,23080,2390,10455,1432,1318,566,4478,850,2902,753,1757,651,12625,2020,2259,713,255,192,1001,412,922,578,81,108,10366,1903,1621,863,4189,1283,3574,972,982,459,347855,6184,282226,5905,6763,1050,62764,3511,85687,3999,127012,4831,65629,3981,24470,2866,1288,607,8584,1724,7666,1445,6932,1436,41159,2928,1338,545,11999,1914,14057,1871,13765,1831,
Maryland,1546282,14790,101399,6146,37537,3994,8325,1934,11018,2237,7827,1727,10367,1851,63862,4705,11624,2221,2904,1019,3559,1083,2415,1278,2746,1057,52238,4046,7581,1455,22495,3352,15491,2654,6671,1901,1444883,15364,1067089,13258,53007,4205,169624,8250,242058,9215,602400,10958,377794,10771,113138,6500,15107,2228,31006,4418,33528,4100,33497,3148,264656,8115,20516,2607,64079,4793,86036,5832,94025,4543,
Massachusetts,1724355,13855,118421,6251,40962,3054,8336,1636,12004,2179,10086,1880,10536,1786,77459,5692,14244,2309,2961,1187,4721,1375,3213,1168,3349,1292,63215,4964,12571,2341,25028,2770,16768,2421,8848,1984,1605934,15395,1222262,13882,55853,4422,204087,6990,257744,8066,704578,13364,383672,9583,116244,6846,15269,2450,36770,3893,27635,3182,36570,3615,267428,8257,27047,3231,71521,5242,79271,4595,89589,5275,
Michigan,2548560,17210,232144,8451,84785,4719,16367,1926,29644,2441,28323,2886,10451,1278,147359,7377,26241,3235,5442,1380,11436,2173,7283,1451,2080,867,121118,7091,21340,2901,43441,4155,48034,4214,8303,1716,2316416,16910,1784036,16779,75583,4582,362862,7595,567717,11215,777874,10656,532380,11939,174030,6560,20528,2355,58334,3972,57452,3638,37716,3224,358350,9907,23026,2215,102372,5658,141800,6714,91152,4920,
Minnesota,1456312,12349,87319,5134,35332,3320,6317,1630,11990,1658,9203,1401,7822,1462,51987,4455,11290,1770,2145,830,3872,912,4139,1277,1134,536,40697,3914,9278,2098,10342,2128,17006,2283,4071,1105,1368993,12020,1111923,10458,36891,3129,181016,5441,346126,7370,547890,8822,257070,7467,96195,4795,8460,1491,29270,2898,34113,3380,24352,2228,160875,5818,10202,1538,35501,2561,65685,4930,49487,3246,
Mississippi,754264,11027,106894,5371,33186,2867,4575,1210,12956,1991,10775,1947,4880,1397,73708,4538,12146,1953,4065,1181,3705,1177,3652,1165,724,408,61562,4332,13356,2002,22161,3009,21946,3204,4099,1167,647370,9918,470170,9663,32486,3005,113459,5650,158185,6828,166040,6571,177200,6627,47224,3806,6052,1245,17658,2747,15968,2425,7546,1522,129976,5387,12772,1849,31719,3198,51224,4467,34261,3228,
Missouri,1569735,16545,136115,6003,51793,3565,7802,1491,20299,2324,14125,1967,9567,1572,84322,5300,15613,2215,3560,1156,6778,1526,4291,1246,984,744,68709,5038,12671,1915,28684,3653,21708,2364,5646,1192,1433620,16881,1116256,15660,55308,3733,261876,7111,323868,9213,475204,9897,317364,10049,108156,6070,9262,1948,39781,4218,36288,3675,22825,2682,209208,7271,15489,2225,56853,5154,78273,4688,58593,3561,
Montana,282216,5376,20540,2366,9061,1380,1007,428,2672,783,3136,762,2246,769,11479,1889,2864,781,539,295,1209,550,913,508,203,217,8615,1574,844,431,3682,986,3419,994,670,304,261676,5331,214319,5193,6055,1165,46043,3327,69320,3386,92901,3500,47357,3514,18035,2015,1250,619,6480,1333,5661,1271,4644,1163,29322,2882,1034,530,6720,1264,11262,1609,10306,1574,
Nebraska,501595,6684,38520,3709,14121,1975,2217,697,4385,1137,5110,1201,2409,698,24399,3145,4264,1379,536,392,1948,1048,1173,586,607,557,20135,2600,1783,671,7277,1482,9577,1694,1498,646,463075,7028,376419,7107,15788,2015,66848,3835,126293,4846,167490,5554,86656,4428,29535,2610,3313,988,7903,1276,11649,2124,6670,1265,57121,3244,5325,1341,14425,1973,21494,2150,15877,2247,
Nevada,773666,11594,70549,5316,28661,3206,6555,1586,8845,1940,6895,1384,6366,1376,41888,4194,8103,1507,2615,954,2645,791,2545,925,298,212,33785,3627,7510,1656,9620,1969,12562,2525,4093,1048,703117,10203,501514,9449,45376,3677,104506,6093,172041,6987,179591,5985,201603,8512,75465,5810,9863,1626,23447,3398,26488,3762,15667,2458,126138,5780,17748,2462,32886,3811,46001,4098,29503,2998,
New Hampshire,358120,5637,14859,2102,6254,1337,973,440,1728,734,1284,566,2269,768,8605,1648,1875,788,197,319,576,404,865,552,237,199,6730,1565,571,331,2967,1090,2591,864,601,322,343261,5658,279100,5505,7431,1582,56248,4034,73895,3373,141526,5020,64161,4407,23730,2814,1225,641,8746,1986,4976,1181,8783,1737,40431,3258,3004,1021,10395,1871,12403,1790,14629,2026,
New Jersey,2378459,15865,162630,8085,65021,4776,16861,3220,18300,2640,13562,2393,16298,1786,97609,6049,19531,2816,4370,1387,8052,1904,5096,1923,2013,852,78078,5205,13783,2715,31446,3427,23726,2950,9123,2070,2215829,17458,1688502,15955,95900,5838,297941,8633,354751,8603,939910,13406,527327,13797,162035,8727,22180,3261,47072,4479,41444,3992,51339,4150,365292,11051,33122,3118,96675,6051,109736,7511,125759,7279,
New Mexico,516464,8138,65202,4443,24083,2940,6163,1297,6693,1382,8302,1768,2925,1090,41119,3495,9770,2039,2672,932,4231,1493,2167,922,700,567,31349,2938,8930,1958,9448,1750,11208,2109,1763,662,451262,8303,320061,7582,25386,3146,64393,4966,97046,5068,133236,5043,131201,5664,45004,4260,6219,1722,14025,2239,15707,2454,9053,1915,86197,4396,8010,1519,19728,2503,34822,3156,23637,2441,
New York,4738232,25470,489664,16671,182648,9164,50580,4079,57164,4458,40391,3969,34513,3530,307016,13143,59164,5330,15688,2822,22196,3505,12802,2434,8478,2733,247852,11197,64861,6263,84375,6477,73457,5048,25159,2956,4248568,26828,3106282,23343,218715,9756,600235,14232,745238,13068,1542094,16388,1142286,20167,340640,11064,48836,4730,104650,5323,87261,6042,99893,5945,801646,15457,93175,6127,199530,9542,239844,8459,269097,10795,
North Carolina,2785497,19389,259795,10197,92893,5625,21817,2553,27826,2997,23799,2919,19451,2355,166902,8134,25222,3286,7550,2110,9748,2139,5653,1382,2271,1070,141680,7355,26733,3838,48796,4572,50741,4390,15410,2511,2525702,20382,1964475,18957,105933,5948,369811,10465,580929,14777,907802,14386,561227,12380,163807,6608,24911,2919,48822,3986,52125,4701,37949,4180,397420,10238,36577,3462,96149,6027,145222,7619,119472,6415,
North Dakota,193761,4911,12611,1681,4885,1036,412,278,1663,612,2203,702,607,390,7726,1570,809,376,112,125,263,234,418,260,16,20,6917,1515,885,435,2885,1107,2795,964,352,204,181150,4924,151141,4861,6256,1269,26588,2215,56277,3196,62020,3697,30009,2886,11957,2141,878,540,4719,1347,4452,1078,1908,673,18052,2278,369,275,4810,1031,8082,1852,4791,1147,
Ohio,2983145,20221,277374,10919,88007,5006,16972,2514,32735,2895,23494,2381,14806,1986,189367,8918,25343,2900,5513,1307,11907,2235,5613,1164,2310,803,164024,8863,28364,2774,64595,5451,59207,5022,11858,1899,2705771,21447,2085748,19047,92736,5010,509653,9943,590336,12678,893023,13952,620023,13198,203453,8168,18659,2581,79239,5380,63151,4116,42404,4409,416570,9968,29698,3048,125943,5798,156130,7068,104799,5377,
Oklahoma,1017586,8941,115881,4887,46118,2697,9535,1296,16432,1511,13004,1397,7147,1491,69763,4328,15823,2058,3667,850,6436,1115,4619,1048,1101,569,53940,3685,10943,1679,19323,2251,20119,2504,3555,890,901705,8218,700729,7879,42711,3042,165108,5152,219170,5959,273740,6142,200976,6164,69401,3798,9205,1301,27200,2600,21047,1832,11949,1699,131575,5152,11983,1619,38128,2887,50883,3394,30581,2272,
Oregon,1041083,10346,79737,4898,30801,2852,5792,1693,6572,1462,10527,1642,7910,1505,48936,4322,10709,1773,2355,993,3577,1173,3991,1199,786,470,38227,3809,8124,1849,8672,1960,16697,2215,4734,1393,961346,10848,757420,11078,39302,3805,124464,5224,244065,8439,349589,8388,203926,8392,72012,5267,8132,2070,20073,2706,26729,3037,17078,2427,131914,6121,10519,1915,28561,2943,55232,4082,37602,3000,
Pennsylvania,3294814,21729,260588,10697,95575,5991,16974,2390,37604,3360,23941,3825,17056,1848,165013,7177,27029,3263,6620,1533,12932,2515,4895,1152,2582,983,137984,6478,24031,3665,59876,4893,40104,4580,13973,2381,3034226,23146,2366749,19835,111449,5840,598592,10761,582890,11781,1073818,13381,667477,16096,211753,7666,19286,2406,83388,5323,56878,5159,52201,4649,455724,12462,34332,3565,153533,7756,146827,7576,121032,7401,
Rhode Island,266935,5950,17929,3352,6635,1692,1170,637,2994,1308,1324,615,1147,503,11294,2502,2648,1486,567,545,1780,1357,301,367,0,242,8646,1898,1392,678,2528,1065,3663,1246,1063,667,249006,6151,181572,5584,9543,1656,30780,3176,46387,3978,94862,4922,67434,4616,25119,3401,3166,1418,6358,1727,6875,1868,8720,2364,42315,3977,2899,1065,12913,2185,13349,2468,13154,2011,
South Carolina,1398412,15620,139855,7238,47090,4166,9297,2233,15037,1992,14030,2221,8726,1525,92765,5423,14592,2680,3074,1179,6379,2178,3965,1361,1174,635,78173,5334,17401,2676,29315,3693,26698,3245,4759,1289,1258557,15312,971203,16129,44086,4453,196857,7984,300153,10791,430107,10740,287354,9783,79826,5860,10988,1947,27636,3418,25911,3912,15291,2480,207528,8900,20766,3007,58813,4534,76513,5575,51436,4071,
South Dakota,224853,4463,17217,1734,7355,1261,849,422,3137,799,2137,753,1232,536,9862,1460,1952,754,807,572,868,375,183,153,94,102,7910,1378,1611,622,2647,819,3130,844,522,444,207636,4199,170431,4285,5398,1205,37775,2589,57568,3746,69690,3541,37205,3065,16572,2162,1700,998,5944,1110,5626,1391,3302,700,20633,2334,1571,657,5080,1071,8299,1399,5683,1170,
Tennessee,1846572,15493,178104,8979,62617,4208,14546,2106,22752,2545,16542,2343,8777,1692,115487,7543,19012,3005,4962,1334,8669,1994,4380,1532,1001,518,96475,6311,16546,2723,45678,5022,28623,3119,5628,1483,1668468,16188,1279536,15817,64942,5011,313594,9528,380292,12011,520708,11736,388932,11554,120442,7105,15204,2574,47807,4407,31532,3650,25899,3079,268490,8889,21399,3003,81176,4790,96248,6610,69667,4580,
Texas,7483376,34294,813294,19910,325550,14554,100193,7133,96003,6477,76179,5905,53175,4810,487744,16221,85295,6889,28775,3991,28900,3769,21127,2626,6493,1604,402449,14523,112764,6595,133171,8665,120069,7303,36445,4255,6670082,36099,5075996,29153,491162,15173,908865,19247,1445120,22892,2230849,26215,1594086,23180,520137,17568,94436,6505,150613,8772,160167,8972,114921,7258,1073949,18259,142443,7134,254412,11458,382787,9769,294307,10101,
Utah,830599,8372,46433,3487,26474,2851,2337,875,7016,1464,10985,1891,6136,1302,19959,2722,3916,1011,300,201,1242,632,2001,661,373,268,16043,2435,3645,1356,4545,1399,5812,1233,2041,700,784166,8855,645842,8892,28498,2918,95411,4525,217319,6933,304614,6745,138324,5661,53645,3868,5260,1614,17916,2613,16661,2374,13808,1741,84679,5248,5401,1435,20678,3088,34409,3284,24191,2281,
Vermont,164496,4186,10853,1424,3997,970,371,272,1083,471,1457,654,1086,471,6856,1295,1803,704,267,194,558,274,953,577,25,31,5053,1096,294,229,2219,730,2087,760,453,347,153643,4069,127237,4065,3290,786,26235,2112,30435,2424,67277,3298,26406,2362,9906,1621,590,333,3874,1079,2734,866,2708,908,16500,2159,308,202,3543,914,4878,1133,7771,1470,
Virginia,2191916,15569,161178,8081,56615,4124,10374,1722,17789,2550,14819,2199,13633,1798,104563,6457,19635,3092,4538,1396,6836,1806,6432,2021,1829,890,84928,5149,15582,2412,30748,3617,28913,3432,9685,1868,2030738,13814,1585387,15048,73914,4746,267410,8475,381253,9868,862810,11891,445351,11813,138712,7024,16007,2327,42561,3560,38643,4132,41501,3157,306639,8374,26210,2701,72316,4858,104779,5702,103334,4593,
Washington,1935445,12852,125249,7039,54195,4009,11019,2156,11994,1944,17838,2656,13344,1959,71054,5402,14971,2627,2434,1121,5174,1675,5640,1642,1723,690,56083,3988,12618,2036,14074,1923,22967,2605,6424,1313,1810196,13886,1445004,15876,70910,4445,227006,7742,443115,11598,703973,13266,365192,9786,130247,5690,14828,2097,36182,3600,46278,3559,32959,3032,234945,8008,16176,2440,51483,3572,94570,4993,72716,4776,
West Virginia,463064,6797,60433,4613,24685,2959,5939,1393,10573,1748,4948,1331,3225,1033,35748,3384,7559,1550,1648,821,3667,1116,1665,635,579,349,28189,2942,6625,1431,10539,1657,9697,1626,1328,639,402631,6922,313825,6911,18775,2230,101869,4607,87378,4910,105803,5196,88806,4127,31819,2535,3285,843,14068,1961,6595,1354,7871,2023,56987,3397,5114,1238,19374,2363,17395,2064,15104,1957,
Wisconsin,1511105,14001,103335,5085,39681,2759,6482,1194,13026,1547,13175,1855,6998,907,63654,4286,11306,1721,2074,678,5919,1139,2075,717,1238,601,52348,3888,8509,1550,20011,2455,19320,2542,4508,1324,1407770,13170,1132296,12905,45171,3384,252246,6353,350046,7009,484833,8690,275474,8778,101320,4369,9853,1758,34998,2996,34187,3164,22282,2298,174154,7025,11193,1752,47757,3361,67900,4977,47304,3641,
Wyoming,153365,4835,13130,2031,6287,1489,1217,721,1467,623,2516,1073,1087,640,6843,1662,2281,921,45,62,1014,597,814,523,408,488,4562,1379,360,335,1303,600,2491,1082,408,394,140235,4919,113042,4746,5520,1329,22203,2515,42953,3191,42366,3239,27193,2684,10444,1999,344,339,2856,939,4525,1421,2719,1043,16749,2139,552,358,4599,1210,6576,1430,5022,1296,
Puerto Rico,820788,12139,318268,9904,117332,5958,41208,3598,40193,2950,23470,2518,12461,2078,200936,7496,41839,3492,10816,1855,17761,2330,9513,1679,3749,1459,159097,6348,27746,3263,55634,3611,55627,4203,20090,2550,502520,10967,332521,9233,33649,2880,77376,5058,77788,4421,143708,6474,169999,7282,46619,3642,5433,992,13595,2353,13052,2153,14539,2322,123380,6450,15190,2331,23341,2426,31128,3679,53721,4308,
